REFNUM,UTMZONE,UTMEASTING,UTMNORTHIN
"84002785","19","327020","4708440"
"84002794","19","327840","4710220"
"66000791","19","349520","4726280"
"66000792","19","341860","4746390"
"66000793","19","306840","4703300"
"80000457","19","349250","4726540"
"76000292","19","255990","4672060"
"78000470","19","270010","4718130"
"84003859","19","326310","4642785"
"76000243","18","699920","4663660"
"73000303","18","698440","4693690"
"73000303","18","698647","4693432"
"72000134","18","699380","4663500"
"72000134","18","699357","4663509"
"76001966","19","323270","4730510"
"74000369","19","363410","4718914"
"78000449","18","685570","4665400"
"78000448","18","699320","4663720"
"70000735","19","339690","4610860"
"80000637","19","313940","4688260"
"75000261","19","316420","4701620"
"74002053","19","361522","4658875"
"72000141","19","309800","4692760"
"79000369","19","330500","4691180"
"80004237","19","341670","4709720"
"70000837","19","363840","4718770"
"76000281","19","309600","4688480"
"76000283","19","310140","4693020"
"75000287","19","325760","4696180"
"73000286","19","328380","4688660"
"74000388","19","328480","4688520"
"78000459","19","319380","4688070"
"76000279","19","321800","4691840"
"76000286","19","308400","4687950"
"78000465","19","310170","4691490"
"68000045","19","344490","4709340"
"75000279","19","327070","4697940"
"85000980","19","320460","4692680"
"85000981","19","257500","4658780"
"85000982","19","257500","4658780"
"85000983","19","291793","4668676"
"78000453","19","305660","4683580"
"77000171","19","307050","4718480"
"79000359","19","314220","4692785"
"79000352","18","705370","4694320"
"76000247","19","306080","4703150"
"85001020","19","320370","4699020"
"85001021","19","321530","4698610"
"85001022","19","321450","4698700"
"80000463","19","330900","4690830"
"85001027","19","322000","4697550"
"85001029","19","322450","4698340"
"85001030","19","323200","4697720"
"85001034","19","321550","4698460"
"85001035","19","322260","4697160"
"85001038","19","322350","4698110"
"85001026","19","320300","4698880"
"85001039","19","323750","4696920"
"85001041","19","322080","4697640"
"85001043","19","323980","4696280"
"85001044","19","323800","4696960"
"85001047","19","322460","4698340"
"85001048","19","320100","4699630"
"85001050","19","323220","4697700"
"85001051","19","322600","4698340"
"73000311","19","341930","4709630"
"73000311","19","341931","4709618"
"71000088","19","347084","4741321"
"74000364","19","346060","4712220"
"74000364","19","346047","4712025"
"85001120","19","342960","4703250"
"76000287","19","341880","4709420"
"72000136","18","641584","4681723"
"78000434","19","402120","4656630"
"75000289","19","329560","4681090"
"74002034","19","361790","4646500"
"74000377","19","305040","4671810"
"78000432","19","320850","4698880"
"73000287","19","325041","4693386"
"78000452","19","322450","4730610"
"72000122","19","401682","4655889"
"80000577","19","268890","4682870"
"80000604","19","268660","4682420"
"76000249","18","640040","4682290"
"77000176","19","316680","4702060"
"76000263","18","694740","4688040"
"76000267","19","320340","4690300"
"82004483","18","740630","4666040"
"73000284","19","326660","4691280"
"85001332","19","334760","4703160"
"85001529","19","327260","4641080"
"85001530","19","326960","4640320"
"85001531","19","326335","4639845"
"85001576","19","340760","4702550"
"85001577","19","310900","4645660"
"80000640","19","324925","4698880"
"71000087","19","329860","4691570"
"76000155","19","419750","4629860"
"80000356","19","308100","4703180"
"70000734","19","334711","4679387"
"66000128","19","334630","4678060"
"84000575","19","413400","4645560"
"85002012","19","341850","4709660"
"85002015","19","330200","4692050"
"82004799","19","315840","4724700"
"82004800","19","321730","4721800"
"82004801","19","324485","4724770"
"82004802","19","326290","4724990"
"82004803","19","324555","4724650"
"82004808","19","326080","4720380"
"82004809","19","324170","4724690"
"82004819","19","327050","4722570"
"82004831","19","324360","4724650"
"85002416","19","341810","4709700"
"85002663","19","325820","4692900"
"85002676","19","319570","4697900"
"85002680","19","320740","4698360"
"85002682","19","320550","4698820"
"85002683","19","320490","4698770"
"85002684","19","320400","4697880"
"85002685","19","321240","4698080"
"85002686","19","323350","4697970"
"85002688","19","323020","4697720"
"85002690","19","323120","4697640"
"85002687","19","323180","4697680"
"85002681","19","322820","4699310"
"85002689","19","320720","4698480"
"80000603","19","267610","4681660"
"80000559","19","269625","4683680"
"80000532","19","268470","4682010"
"80000633","19","268120","4681720"
"80000507","19","270140","4690460"
"80000568","19","268900","4683150"
"80000565","19","268820","4683220"
"80000558","19","269645","4683750"
"80000585","19","268940","4683030"
"80000508","19","267740","4688370"
"80000557","19","269735","4683935"
"80000527","19","269595","4684210"
"80000517","19","266550","4685660"
"80000567","19","268820","4683180"
"80000573","19","268480","4683000"
"74002046","19","264168","4684674"
"80000623","19","267570","4681610"
"80000628","19","267820","4681710"
"80000575","19","268460","4682850"
"80000535","19","268450","4682110"
"80000576","19","268400","4682820"
"80000514","19","269240","4686380"
"80000496","19","268340","4683950"
"80000572","19","268430","4683040"
"80000566","19","268800","4683280"
"80000564","19","268890","4683260"
"80000525","19","268305","4684325"
"80000561","19","269830","4683420"
"80000523","19","266300","4684270"
"80000636","19","268180","4683630"
"80000620","19","270640","4692220"
"80000515","19","270020","4687000"
"80000631","19","268090","4681770"
"80000584","19","268970","4683150"
"80000580","19","268250","4682880"
"80000574","19","268540","4682850"
"80000578","19","268350","4682870"
"80000526","19","269580","4684275"
"80000541","19","269190","4681840"
"80000552","19","267430","4681480"
"80000563","19","268840","4683280"
"80000571","19","268550","4683060"
"80000596","19","267780","4682650"
"80000516","19","267540","4686350"
"80000592","19","271460","4683220"
"80000569","19","268770","4683010"
"80000579","19","268300","4682880"
"80000544","19","269640","4681830"
"83004147","19","278580","4663040"
"84000434","19","286220","4657330"
"83004142","19","278170","4656650"
"83004135","19","282910","4660320"
"83004135","19","282900","4660360"
"83004133","19","282790","4661600"
"83004126","19","282630","4656020"
"83004124","19","283960","4655900"
"83004122","19","282130","4661820"
"83004121","19","281800","4662010"
"83004120","19","283840","4661130"
"83004119","19","282780","4661710"
"83004118","19","282960","4657420"
"83004115","19","282340","4656490"
"84002896","19","281180","4655970"
"83004102","19","285300","4660450"
"77000200","19","291990","4668440"
"74000908","19","332220","4695730"
"84000421","19","330550","4692200"
"75000301","19","328180","4689710"
"74000390","19","330160","4691300"
"73000319","19","330900","4691800"
"78000473","19","327760","4690220"
"73000318","19","329330","4689880"
"83004097","19","330651","4691325"
"80000676","19","329800","4690430"
"74000382","19","330460","4691460"
"76001963","19","355030","4673300"
"83004095","19","356040","4670690"
"74001762","19","362640","4645550"
"78000476","19","360470","4655940"
"82004427","19","332860","4660780"
"84002878","19","307400","4659670"
"76000294","19","314220","4688160"
"75000296","19","319880","4665670"
"74000383","19","322360","4667050"
"80000649","19","334660","4679360"
"70000095","19","334380","4680140"
"70000094","19","333380","4683670"
"82004421","19","335340","4679310"
"66000129","19","334640","4678080"
"80000659","19","326830","4674850"
"80000660","19","325720","4674700"
"80000663","19","327280","4675620"
"80000661","19","325540","4675270"
"80000662","19","325520","4675240"
"80000658","19","325160","4676080"
"80000654","19","327240","4675620"
"75000288","19","310300","4673200"
"80000664","19","325700","4673020"
"85001575","19","325660","4689830"
"76001976","19","323720","4687025"
"84002821","19","327480","4705280"
"84002766","19","327660","4705140"
"77001541","19","329780","4691260"
"73001956","18","638700","4711800"
"84002747","19","328080","4702280"
"84002863","19","328430","4709450"
"84002860","19","327070","4704920"
"84002853","19","326800","4706200"
"84002851","19","326790","4705980"
"84002848","19","326830","4707040"
"84002839","19","327580","4705150"
"84002834","19","327680","4705770"
"84002832","19","327280","4704730"
"84002831","19","327400","4704940"
"84002829","19","327300","4705180"
"84002828","19","327320","4704460"
"84002765","19","327416","4705101"
"84002743","19","327220","4704720"
"84002742","19","328229","4705360"
"84002727","19","327020","4704930"
"84002725","19","327780","4704420"
"84002719","19","327770","4706080"
"84002708","19","327120","4704520"
"84002699","19","327400","4704480"
"84002690","19","326910","4705000"
"84002688","19","326520","4706100"
"84002682","19","328640","4705000"
"84002671","19","327660","4705630"
"84002661","19","325820","4704220"
"84002660","19","327500","4705460"
"84002645","19","327020","4704880"
"84002642","19","327350","4704440"
"84002639","19","327020","4705000"
"84002625","19","327200","4704500"
"84002627","19","328950","4703500"
"84002623","19","327960","4704680"
"84002621","19","327460","4704830"
"84002619","19","327500","4704500"
"84002614","19","327460","4794960"
"84002612","19","327500","4705120"
"84002609","19","327500","4795120"
"84002607","19","327270","4704640"
"84002605","19","327500","4705160"
"84002601","19","327290","4795300"
"84002570","19","327340","4704920"
"84002565","19","327580","4705090"
"84002562","19","328120","4705960"
"84002557","19","327760","4706170"
"84002554","19","347310","4704560"
"84002550","19","327630","4705800"
"84002546","19","327290","4795300"
"84002536","19","327070","4704520"
"84002528","19","327260","4704470"
"84002527","19","327930","4704910"
"84002526","19","327850","4705180"
"84002525","19","327160","4704850"
"84002513","19","328010","4702080"
"84002510","19","327570","4794820"
"84002507","19","327120","4704600"
"84002464","19","328410","4706260"
"76000274","19","327260","4694040"
"84002857","19","329980","4709860"
"84002846","19","325600","4708600"
"84002845","19","326820","4709340"
"84002842","19","326340","4709360"
"84002838","19","325930","4709880"
"84002835","19","326760","4709850"
"84002833","19","328430","4711680"
"84002819","19","327000","4710220"
"84002817","19","327280","4709820"
"84002815","19","326800","4709340"
"85000549","19","327040","4710680"
"84002810","19","327340","4709860"
"84002799","19","326960","4708460"
"84002797","19","328240","4712320"
"84002795","19","327840","4710270"
"84002791","19","326700","4708280"
"84002783","19","325720","4708810"
"84002781","19","325990","4712460"
"84002772","19","327130","4709680"
"84002778","19","327460","4710260"
"84002774","19","327460","4710260"
"84002769","19","327200","4712780"
"84002762","19","327450","4709860"
"84002760","19","325790","4721180"
"84002757","19","326900","4714940"
"84002755","19","327500","4711560"
"84002753","19","328300","4712240"
"84002746","19","327200","4709840"
"84002745","19","326440","4710000"
"84002744","19","327930","4710170"
"84002741","19","324980","4709320"
"84002723","19","326080","4709640"
"84002721","19","326120","4709690"
"84002676","19","327600","4710150"
"84002657","19","327440","4710140"
"84002652","19","327000","4708400"
"84002650","19","326250","4709620"
"84002649","19","327440","4710040"
"84002686","19","327390","4709820"
"84002679","19","326930","4709240"
"84002681","19","326220","4709400"
"84002680","19","325800","4709180"
"84002664","19","326560","4709940"
"84002668","19","327200","4712380"
"84002659","19","327820","4709640"
"84002635","19","325580","4710630"
"84002633","19","328420","4711980"
"84002598","19","327440","4709760"
"84002597","19","326310","4709180"
"84002574","19","325870","4709720"
"84002567","19","325030","4709720"
"84002560","19","327400","4710140"
"84002559","19","326100","4707820"
"84002555","19","325800","4709860"
"84002551","19","325240","4709320"
"84002535","19","326800","4709830"
"84002532","19","327840","4712830"
"84002524","19","326440","4709370"
"84002516","19","326990","4709890"
"84002515","19","326300","4709220"
"84002509","19","326840","4709620"
"84002505","19","327360","4709060"
"84002503","19","327520","4713220"
"84002501","19","327460","4713180"
"84002496","19","327190","4713250"
"84002491","19","327280","4710380"
"84002482","19","326270","4709340"
"84002477","19","326620","4709700"
"84002471","19","325770","4709340"
"84002467","19","326790","4710360"
"83004091","19","313050","4723710"
"82001960","19","324980","4695380"
"85001046","19","322880","4697940"
"85001042","19","323670","4697820"
"85001040","19","322080","4697000"
"85001068","19","320826","4698940"
"85001037","19","323700","4696870"
